539.95,Nuclear Reactions,P. M. Endt; M. Demeur,North Holland Publishing Co.,1959,,1,Monographs In Nuclear Physics; Many Body Problem; Shell Model; Heavy Ion Reaction; Polarization; Resonance Reactions; Statistical Model; Neutron Resonances; Nuclear Rotational Motion; Nuclear Reactions,Ex-Libris,,Y
539.95,Progress In Nuclear Techniques And Instrumentation,F. J. M. Farley,North Holland Publishing Co.,1967,,2,Monographs In Nuclear Physics; Synchrotron; Beam Extraction; Beam Tuning; Particle Separation; Electrostatic Separation; Bubble Chamber Measurement; Nuclear Techniques,Ex-Libris,,Y
539.95,Progress In Nuclear Techniques And Instrumentation,F. J. M. Farley,North Holland Publishing Co.,1965,,1,Monographs In Nuclear Physics; Sector Focusing Cyclotron; Polarized Ion Sources; Polarized Beams; Polarized Targets; Digital Systems; Processing And Loading Of Nuclear Emulsions; Spark Chamber; Nuclear Techniques,Ex-Libris,,Y
539.95,Electron Scattering And Nuclear And Nucleon Structure,Robert Hofstadter,W. A. Benjamin,1963,,,Monographs In Nuclear Physics; Quantum Theory Of Electron; Fast Electron Scattering; Elastic Scattering; X-Ray; Deutron; Nucleons; Electron Scattering; Pion Pion Resonance; Mu Mesonic; Nuclear Structure,Ex-Libris,,Y
539.95,Nuclear Theory,Robert G. Sachs,Addison Wesley Publishing Co.,1953,First,,Monographs In Nuclear Physics; Nuclear Forces; Ground State Deuteron; Excited States Deuteron; Two Body Problem; Proton Proton Scattering; Meson Theory; Nuclear Reaction; Beta Decay,Ex-Libris,,Y
539.95,The Auger Effect And Other Radiationless Transitions,E. H. S. Burhop,Cambridge University Press,1952,,,Monographs In Nuclear Physics; Auger Effect; Pauli Principle; Cloud Chamber; X-Ray Spectra; Internal Conversion Of Gamma Rays; Electron Pairs; Meson Capture; Molecular Spectra,Ex-Libris,,Y
539.95,The Optical Model In Nuclear And Particle Physics,P. B. Jones,Interscience Publishers,1963,,,Monographs In Nuclear Physics; Scattering Theory; Klein Gordon Equation; Dispersion Formulae; Optical Model; Nuclear Structure; Mesons; Exclusion Principle; Particle Physics,Ex-Libris,,Y
539.95,Mossbauer Effect: Principles And Applications,Gunther K. Wertheim,Academic Press,1964,,,Monographs In Nuclear Physics; Resonant Absorption; Gamma Ray Emission; Mossbauer Experiment; Counting Techniques; Modulation Techniques; Low Temperature Techniques; Gravitational Red Shift; Thermal Red Shift; Isomer Shift; Atomic Motion; Quadropole; Hyperfine Structure; Chemical Applications,Ex-Libris,,Y
539.5,Proceedings Of The International Symposium On Polarization Phenomena Of Nucleons,P. Huber ; K. P. Meyer,Birkhauser Verlag Basel Und Stuttgart,1961,,,High Energy Physics; Polarized Nuclei; Deuterons; Reactions Of Polarized Particles; Research Papers,Ex-Libris,,Y
539.95,Oriented Nuclei: Polarized Targets And Beams,J. M. Daniels,Academic Press,1965,,,Monographs In Nuclear Physics; Nuclear Orientation; Thermal Equilibrium Method To Orient Nuclei; Nonthermal Equilibrium Method; Nuclear Orientation; Polarized Particles; Ion Sources For Accelerators,Ex-Libris,,Y
539.95,Hyperfine Structure In Line Spectra And Nuclear Spin,S. Tolansky,Metheun And Co.,1953,,,Monographs In Nuclear Physics; Hyperfine Structure; Many Electron Spectra; Line Spectra; Nuclear Spin; Term Interval Factor; Isotope Effect; Nuclear Spin; Nuclear Magnetic Moment; Quadrypole Moment,Paul Allen,,Y
539.95,Nuclear Reactions, Daphne Frances Jackson, Methuen young books,1970,First,,Monographs In Nuclear Physics; Nuclear Model; Scattering Theory; Strong Absorption; Optical Model; Compound Nucleus; Transfer Reaction; High Energy Nuclear Reaction; Nuclear Reactor,Ex-Libris,,Y
