538.3,Reviews Of Plasma Physics,M. A. Leontovich,Consultants Bureau,1982,,11,Plasma Physics And Magnetohydrodynamics; Research Papers; Plasma Stability Tokamaks; Current Carriying Plasma In Toroidal Config; Plasma,Ex-Libris,,M
538.2,Basic Electrical Engineering,A. E. Fitzgerald; David E. Higginbotham; Arvin Grabel,Mcgraw-Hill Publishing Co.,1975,4,,Electricity; Circuits; Ohms Law; Resistive Networks; Ac; Circuit Responses; Pulse And Digital Circuits; Magnetic Circuits; Transformers; Electromechanical Energy Conversion; Dc; Ac Machines,,,Y
538.3,Radiation In Plasmas,B. Mcnamara,World Scientific,1984,,2,Plasma Physics And Magnetohydrodynamics; Research Papers; Shocks In Space Plasma; Plasma Astrophysics; Uv; X-Ray Lasers; Laser Plasma; Mhd Equilibrium; Stability Of Plasma; Plasma Experiments,"Nuclear Energy Board, Ireland",,Y
538.3,Twenty Years Of Plasma Physics,B. Mcnamara,World Scientific,1984,,,Plasma Physics And Magnetohydrodynamics; Research Papers; Plasma Physics; Magnetic Fusion; Computational Plasma Physics And Supercomputers; Laser Fusion; Laser Plasmas; Space Plasma; Astrophysical Plasma,"Nuclear Energy Board, Ireland",,M
538.3,Plasma Diagnostics With Microwaves,M. A. Heald; C. B. Wharton,John Wiley And Sons,1965,,,Plasma Physics And Magnetohydrodynamics; Plasma Oscillation; Plasma Frequency; Wave Propagation Magnetic Field; Collision Processes; Waves In Warm Plasma; Bounded Plasma; Guided Waves; Microwave Hardware,Ex-Libris,,Y
538.3,The Propagation Of Electromagnetic Waves In Plasmas,V. L. Ginzburg,Pergamon Press,1970,Second,,Plasma Physics And Magnetohydrodynamics; Electromagnetic Wave Propagation In Plasma; Homogeneous Isotropic Plasma; Homogeneous Magnetoactive Plasma; Inhomogeneous Isotropic Plasma; Radio Wave Propagation In Space; Plasma,Ex-Libris,,Y
538.5,Solid Surfaces And Interfaces,H. Mykura,Routledge And Kegan Paul,1966,,,Solid State Physics; Crystal Surface Structure; Interfaces; Surface Diffusion; Zero Creep Rate Of Wires,L. Jacob,"In Extremely Poor Condition, Care When Handling Necessary",Y
538.5,Electron And Ion Emission From Solids,R. O. Jenkins; W. G. Trodden,Routledge And Kegan Paul,1965,,,Solid State Physics; Electrons In Solids; Atoms In Solids; Ions; Thermionic Emission; Field Emission Of Electrons; Emission Of Ions; Secondary Emission Of Electrons,L. Jacob,,Y
538.5,Electrical Conduction In Solids,H. Inokuchi,Routledge And Kegan Paul,1965,,,Solid State Physics; Electrical Conduction In Solids; Ohms Law; Semiconductors; Insulators; Metal And Semiconductor Contact; Conduction In Metal; Conduction,L. Jacob,,Y
538.5,Solid State Masers,E. B. Tucker,Routledge And Kegan Paul,1968,,,Solid State Physics; Radiation; Maser Amplification; Raman Effect; Maxwell Boltzmann Distribution; Noise; Inversion Methods; Devices; Maser Properties; Masers,L. Jacob,,Y
